publication_year,original_title,authors,one_star_reviews,two_star_reviews,three_star_reviews,four_star_reviews,five_star_reviews
2007.0,Nineteen Minutes,Jodi Picoult,2852,9629,46237,94104,98871
2008.0,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",3004,8851,35547,76621,124120
1990.0,The Eye of the World,Robert Jordan,6163,11298,38946,88024,128552
1998.0,The Pact,Jodi Picoult,3586,11789,50494,85430,84060
1953.0,The magician's nephew,C.S. Lewis,3168,14602,69051,105375,111374
2007.0,Still Alice,Lisa Genova,1178,4249,28642,96615,114387
2012.0,Reflected in You,Sylvia Day,2923,8651,33911,74587,147536
1961.0,James and the Giant Peach,"Roald Dahl, Quentin Blake",4235,13199,65762,104078,102463
2001.0,1st To Die,James Patterson,4464,10087,48616,83796,95465
1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,Douglas Adams,2657,6328,26431,66655,136349
2009.0,One Day,David Nicholls,8632,21291,59874,86793,70462
1947.0,,"Margaret Wise Brown, Clement Hurd",4998,10298,37146,59629,140607
2010.0,I Am Number Four,Pittacus Lore,6538,17766,58268,90409,97214
-750.0,Ἰλιάς,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",7701,20845,68844,89384,86791
2012.0,The Casual Vacancy,J.K. Rowling,24583,38326,74611,75741,41200
1996.0,The Runaway Jury,John Grisham,1613,8950,56426,90284,69588
1997.0,Naked,David Sedaris,2631,7051,37023,81934,76127
2005.0,Eldest,Christopher Paolini,5483,16680,58948,95907,97041
1900.0,The Wonderful Wizard of Oz,"L. Frank Baum, W.W. Denslow",4197,13653,65910,95948,99692
1951.0,Prince Caspian: The Return to Narnia,C.S. Lewis,2399,12145,68026,101461,89038
2014.0,We Were Liars,E. Lockhart,9074,22616,68468,102385,96237
1975.0,Salem's Lot,Stephen King,2713,11724,57171,89196,85556
1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,"Hunter S. Thompson, Ralph Steadman",4730,11381,42362,84094,99573
2011.0,Clockwork Prince,Cassandra Clare,3420,6235,29508,85633,203223
2014.0,Yes Please,Amy Poehler,8886,19000,69227,96483,80627
1603.0,"The Tragedy of Othello, The Moor of Venice",William Shakespeare,4281,16576,64922,92076,78902
1987.0,Beloved,Toni Morrison,12441,21409,53863,79915,77470
2008.0,Graceling,Kristin Cashore,6773,13946,48894,99939,127078
1999.0,The Bad Beginning,"Lemony Snicket, Brett Helquist",6701,18612,70767,102585,96359
1929.0,Im Westen nichts Neues,"Erich Maria Remarque, A.W. Wheen",7646,17740,55908,90874,93621
1990.0,"Oh, the Places You'll Go!",Dr. Seuss,3615,8150,33869,63795,150573
2012.0,And The Mountains Echoed,Khaled Hosseini,2049,9146,45985,93953,77983
1968.0,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",2097,8453,45683,100794,87981
1838.0,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",4766,15425,65342,96135,71495
1942.0,A Grief Observed,C.S. Lewis,4524,8925,34444,75279,114997
2010.0,Anna and the French Kiss,Stephanie Perkins,10602,14781,46011,84323,129627
1957.0,How the Grinch Stole Christmas!,Dr. Seuss,3438,7227,32673,63395,149394
1990.0,V for Vendetta,"Alan Moore, David   Lloyd",3564,6593,29496,73094,107893
2001.0,John Adams,David McCullough,11255,10372,30772,70601,97127
2003.0,Odd Thomas,Dean Koontz,10963,12869,39433,65984,84646
1997.0,The Subtle Knife,Philip Pullman,3905,11486,47802,96998,110594
2000.0,Stargirl,Jerry Spinelli,9710,22399,62918,76059,74229
2010.0,The Red Pyramid,Rick Riordan,4565,12571,46486,78216,101051
1961.0,Stranger in a Strange Land,Robert A. Heinlein,10416,16204,45343,69937,87322
2004.0,Dress Your Family in Corduroy and Denim,David Sedaris,2483,6620,37230,82749,75165
1982.0,The BFG,"Roald Dahl, Quentin Blake",2987,7906,42480,86105,124891
2003.0,A Short History of Nearly Everything,Bill Bryson,3514,7196,29992,71534,94131
1903.0,The Call of the Wild,Jack London,6366,16636,62853,90382,72558
2011.0,The Death Cure,James Dashner,6731,23270,68067,84128,74988
1999.0,Stardust,Neil Gaiman,2959,10183,52599,109208,102235
2003.0,The Namesake,Jhumpa Lahiri,1926,8889,42552,81043,58493
2011.0,A Discovery of Witches,Deborah Harkness,9304,16503,43523,79322,101083
1987.0,ノルウェイの森 [Noruwei no Mori],"Haruki Murakami, Jay Rubin",2927,10416,41293,87041,76140
1995.0,Where the Heart Is,Billie Letts,2053,8967,48023,79147,72178
2010.0,"Will Grayson, Will Grayson","John Green, David Levithan",8039,18868,60009,87132,80257
2003.0,A Million Little Pieces,James Frey,9619,18950,51504,63727,46131
2008.0,Frostbite,Richelle Mead,2851,7224,36392,84199,139399
2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,Susan Cain,5116,10093,39869,82757,83894
1960.0,Island of the Blue Dolphins,Scott O'Dell,8175,19308,61975,80520,75990
1953.0,The Crucible,"Arthur Miller, Christopher Bigsby",9010,29173,80661,83304,51094
1986.0,Hatchet,Gary Paulsen,12070,22390,59179,73180,65144
2006.0,Mistborn : The Final Empire,Brandon Sanderson,1783,4008,20554,76611,136037
1886.0,The Strange Case of Dr Jekyll and Mr Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",2939,16110,76470,100514,63619
1971.0,The Lorax,Dr. Seuss,3193,6884,29815,57259,133212
2004.0,Greg Heffley's Journal,Jeff Kinney,10196,18564,53471,69722,111316
2012.0,Throne of Glass,Sarah J. Maas,8471,12115,41710,96202,169367
2008.0,Shadow Kiss,Richelle Mead,2876,6532,32789,78293,158473
1940.0,For Whom the Bell Tolls,Ernest Hemingway,4578,11772,43122,75680,71067
2009.0,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2345,9368,44408,88468,66747
1985.0,Das Parfum. Die Geschichte eines Mörders,"Patrick Süskind, John E. Woods",5659,12862,41804,78658,83771
2001.0,Fast Food Nation : The Dark Side of the All-American Meal ,Eric Schlosser,7881,12314,47602,69009,46555
2007.0,The Tales of Beedle the Bard,J.K. Rowling,3019,15025,69367,103350,128346
1984.0,Neuromancer,William Gibson,9313,14728,40328,65376,72672
1929.0,A Farewell to Arms,Ernest Hemingway,6224,16181,50604,77096,57418
1843.0,The Tell-Tale Heart,Edgar Allan Poe,2456,6438,33803,70786,84153
-500.0,孫子兵法 [Sūnzi bīngfǎ],"Sun Tzu, Thomas Cleary",2930,11589,48265,70644,70520
2012.0,Defending Jacob,William Landay,2777,8608,42024,87107,61550
1973.0,Breakfast of Champions,Kurt Vonnegut Jr.,2137,7189,34421,72558,70872
1979.0,Drawing on the Right Side of the Brain,Betty Edwards,16846,16544,44024,56358,90678
2001.0,Bel Canto,Ann Patchett,4523,13395,43193,71190,67955
1997.0,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4352,9752,35299,68549,67491
1987.0,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1259,4353,31358,79626,99690
1958.0,Things Fall Apart,Chinua Achebe,9494,22041,59144,74584,48097
2005.0,The Undomestic Goddess,Sophie Kinsella,4985,13344,56048,75290,59694
1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,2672,6275,29306,63108,94077
1844.0,Les Trois Mousquetaires,Alexandre Dumas,2176,8195,46090,83254,81766
2008.0,The Other Hand,Chris Cleave,5111,16849,54949,77107,43937
2009.0,Evermore,Alyson Noel,16941,29301,59174,59075,71213
1983.0,The Witches,"Roald Dahl, Quentin Blake",3156,7583,40191,79598,103617
2006.0,The Thirteenth Tale,Diane Setterfield,4510,12847,49274,85569,76402
2010.0,Spirit Bound,Richelle Mead,2755,5907,26981,66097,133336
2009.0,Blood Promise,Richelle Mead,2186,6182,30711,70250,135047
1998.0,Message in a Bottle,Nicholas Sparks,4500,11979,44190,59999,71333
2011.0,The Paris Wife,Paula McLain,3575,12959,53900,89887,47269
1998.0,Complete Harry Potter Boxed Set,J.K. Rowling,1105,1285,7020,30666,164049
2013.0,The Elite,Kiera Cass,4780,15546,53644,91201,104645
1980.0,Il nome della rosa,"Umberto Eco, William Weaver, Seán Barrett",4575,10031,36282,79311,94775
1971.0,Go Ask Alice,"Beatrice Sparks, Anonymous",7940,18269,51957,63188,64200
1980.0,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",10993,15078,31369,54306,73645
1895.0,The Importance of Being Earnest,Oscar Wilde,2127,7457,38513,85492,98667
2012.0,The Mark of Athena,Rick Riordan,2771,4480,26318,77876,182141
1983.0,The Colour of Magic,Terry Pratchett,3601,11554,50463,81295,78701
2002.0,海辺のカフカ [Umibe no Kafuka],"Haruki Murakami, Philip Gabriel",2593,7557,30809,75564,78842
1981.0,Red Dragon,Thomas Harris,3012,7790,43235,80662,70734
1950.0,"I, Robot",Isaac Asimov,1221,5332,35107,82535,86024
2005.0,Dark Lover,J.R. Ward,6659,10012,33160,64879,123923
2010.0,Crescendo,Becca Fitzpatrick,5296,13835,43129,68217,103563
2010.0,Before I Fall,Lauren Oliver,6283,15320,50933,79050,80973
1997.0,The God of Small Things,Arundhati Roy,5833,12631,37349,61880,64434
2014.0,The Invention of Wings,Sue Monk Kidd,1466,4021,25745,80524,82018
2009.0,What Alice Forgot,Liane Moriarty,1599,6071,38562,93941,65605
1987.0,A Brief History of Time: From the Big Bang to Black Holes,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",2487,6028,30632,70364,71899
2010.0,Fall of Giants,Ken Follett,2009,5158,24893,68375,90043
2009.0,Under the Dome,Stephen King,4863,12998,44938,74323,64200
1992.0,Snow Crash,Neal Stephenson,7982,10158,29605,61336,78211
2006.0,Just Listen,Sarah Dessen,3665,10143,40684,68323,85115
1926.0,Winnie-the-Pooh,"A.A. Milne, Ernest H. Shepard",2636,5254,28148,60427,118748
2011.0,Before I Go to Sleep,S.J. Watson,3703,12436,51695,84940,60362
1887.0,A Study in Scarlet,Arthur Conan Doyle,2318,5550,38107,85345,88795
2008.0,Brisingr,Christopher Paolini,4273,13094,44147,75689,89738
2002.0,The Purpose Driven Life: What on Earth am I Here For?,Rick Warren,9635,13051,34305,48395,71077
2007.0,Betrayed: a House of Night Novel,"P.C. Cast, Kristin Cast",6222,15443,47467,62243,81886
2000.0,Storm Front,Jim Butcher,3325,9842,45940,80371,79964
1817.0,Northanger Abbey,"Jane Austen, Alfred MacAdam",4132,15938,65157,84363,62709
2013.0,The 5th Wave,Rick Yancey,6176,13097,47631,98816,121820
1997.0,Cold Mountain,Charles Frazier,6078,14021,43914,68143,57981
1985.0,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",3208,7772,32336,50573,104889
2005.0,Something Blue,Emily Giffin,2164,9144,44161,68226,54834
1947.0,A Streetcar Named Desire,Tennessee Williams,3436,11347,45238,74929,72033
2005.0,The Historian,Elizabeth Kostova,8554,18768,48197,68781,63229
2014.0,Station Eleven,Emily St. John Mandel,4039,8449,33537,77755,65600
2012.0,En man som heter Ove,"Fredrik Backman, Henning Koch",2589,5734,25138,81377,128602
2013.0,Clockwork Princess,Cassandra Clare,1935,3804,16964,49313,175968
1931.0,The Good Earth,Pearl S. Buck,5262,11487,38413,67056,71187
1972.0,Ways of Seeing,John Berger,13276,13342,32193,39251,58797
1992.0,Dragonfly in Amber,Diana Gabaldon,1200,4958,27491,70976,106364
1611.0,,Anonymous,10011,6802,11712,14338,128731
2002.0,In Her Shoes,Jennifer Weiner,3345,11596,50482,64358,44557
1989.0,The Hobbit,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",991,2180,14437,43107,98720
2007.0,The Brief Wondrous Life of Oscar Wao,Junot Díaz,5212,12924,37298,67080,58610
1937.0,Their Eyes Were Watching God,Zora Neale Hurston,5743,14231,44676,69779,63835
2001.0,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2847,13155,52573,64027,76863
2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",7433,9470,38518,77944,94485
1814.0,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",4183,14784,59163,82001,64336
1946.0,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Viktor E. Frankl,2161,4948,23224,59644,103774
2007.0,In the Woods,Tana French,6553,15636,51430,77182,50920
2006.0,The God Delusion,Richard Dawkins,9571,11019,31723,60769,63692
2011.0,Where She Went,Gayle Forman,2856,10629,43007,76839,85031
1978.0,The World According to Garp,John Irving,3098,7716,31528,67942,68794
1997.0,Killing Floor,Lee Child,2652,7160,35471,71953,65467
1719.0,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner","Daniel Defoe, Gerald McCann, Virginia Woolf",6429,18126,58497,67140,46673
1513.0,Il Principe,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",4222,14222,49930,63294,50312
2000.0,The Amber Spyglass,Philip Pullman,4739,11883,39131,70648,91209
1994.0,Wizard's First Rule,Terry Goodkind,6176,9386,27430,55921,89246
2010.0,The Kitchen House,Kathleen Grissom,1830,5689,26149,71058,74551
1961.0,Franny and Zooey,J.D. Salinger,2841,9398,34950,56515,58993
2001.0,Choke,Chuck Palahniuk,4541,13841,46314,60868,37399
1880.0,Братья Карамазовы,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",2339,5887,22752,51450,95707
2003.0,The City of Ember,Jeanne DuPrau,3684,13227,53014,74561,59599
1969.0,The Andromeda Strain,Michael Crichton,1599,9379,48894,69876,49169
1996.0,The Green Mile,Stephen King,725,3044,19770,59813,107757
1923.0,The Prophet,Kahlil Gibran,2748,6601,24667,47472,83064
1985.0,Maus: A Survivor's Tale : My Father Bleeds History,Art Spiegelman,2822,4801,21104,56900,105988
2008.0,Untamed: A House of Night Novel,"P.C. Cast, Kristin Cast",5701,13859,43080,56984,78726
1986.0,Speaker for the Dead,Orson Scott Card,1855,8031,36323,70924,65631
1952.0,Mere Christianity,C.S. Lewis,4215,6220,23223,54958,109817
1992.0,The Secret History,Donna Tartt,3685,9750,32410,66858,76893
2000.0,A Heartbreaking Work of Staggering Genius,Dave Eggers,7877,15434,35148,50148,41172
1980.0,The Clan of the Cave Bear,Jean M. Auel,3977,10151,37279,63914,72553
1877.0,Black Beauty,Anna Sewell,3633,11665,47165,62472,70270
1869.0,Война и миръ,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",4952,9691,31876,60043,86430
1991.0,American Psycho,Bret Easton Ellis,8639,13632,36830,61550,56458
2000.0,The Princess Diaries,Meg Cabot,5442,16659,57732,61651,59187
1998.0,The No. 1 Ladies' Detective Agency ,Alexander McCall Smith,6389,14860,49558,66723,51728
2004.0,"The Walking Dead, Vol. 1: Days Gone Bye","Robert Kirkman, Tony Moore",3685,5008,20273,47455,91384
1968.0,2001: A Space Odyssey,Arthur C. Clarke,2050,6387,32236,67831,72157
1991.0,,Francine Rivers,2949,4277,13328,33009,110074
1995.0,Left Behind:  A Novel of the Earth's Last Days,"Tim LaHaye, Jerry B. Jenkins",12626,13163,31144,43391,64697
2014.0,The One,Kiera Cass,3322,9750,35942,72422,115603
2010.0,The Hunger Games Box Set,Suzanne Collins,1015,2521,13438,42932,99854
2001.0,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,10628,14572,40395,53783,38092
2008.0,Remember Me?,Sophie Kinsella,3877,12970,52917,65379,47438
1990.0,The Great Hunt,Robert Jordan,1824,5059,25119,64494,76004
1990.0,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,2760,6662,37396,66098,60129
1849.0,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,1247,2923,19028,49902,87226
1971.0,The Hiding Place,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",2958,3872,17731,44665,109496
1892.0,The Adventures of Sherlock Holmes,Arthur Conan Doyle,864,3047,24897,68111,88072
1986.0,The Prince of Tides,Pat Conroy,2169,5408,24359,55122,78309
2000.0,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2958,7191,22236,52498,71720
2008.0,Perfect Chemistry,Simone Elkeles,6422,11998,35815,57351,93422
1904.0,Peter Pan,"J.M. Barrie, Michael Hague",2488,8076,38675,65507,81613
2005.0,Pretties,Scott Westerfeld,3808,13664,52192,72804,61287
1994.0,ねじまき鳥クロニクル [Nejimakidori kuronikuru],"Haruki Murakami, Jay Rubin",2022,6154,23828,57956,69745
2005.0,The Lincoln Lawyer ,Michael Connelly,1136,3767,27768,67204,60849
2004.0,Cloud Atlas,David Mitchell,5442,10645,28665,58983,68504
1990.0,The Things They Carried,Tim O'Brien,2623,7845,30102,65204,75385
1988.0,Wall and Piece,Banksy,11641,11724,27885,38313,60554
2012.0,Pandemonium,Lauren Oliver,3024,8570,35845,69351,74854
2004.0,Darkly Dreaming Dexter,Jeff Lindsay,4689,10180,35941,53459,53593
2002.0,Living Dead in Dallas,Charlaine Harris,1576,8771,50217,81598,67176
1991.0,The Dragon Reborn ,Robert Jordan,1667,4474,23895,59113,75634
1726.0,Gulliver’s Travels,"Jonathan Swift, Robert DeMaria Jr.",5995,19839,63680,61509,37276
1598.0,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",2305,7837,37688,66480,71392
975.0,Beowulf,"Unknown, Seamus Heaney",12256,25619,56758,51660,37894
1987.0,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",3392,4611,19732,47742,72969
2015.0,Go Set a Watchman,Harper Lee,8284,26200,58810,48468,23066
2008.0,When You Are Engulfed in Flames,David Sedaris,1847,5695,30933,63930,54571
2011.0,Daughter of Smoke & Bone,Laini Taylor,7073,12325,38879,76179,94359
2015.0,Red Queen,Victoria Aveyard,7454,14867,48254,95303,123862
2011.0,The Power of Habit,Charles Duhigg,3239,6918,33079,66044,60989
1994.0,Midnight in the Garden of Good and Evil,John Berendt,2332,9145,42827,70546,50831
2012.0,Hopeless,Colleen Hoover,3520,6597,23251,56888,117521
1905.0,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",2653,6227,35428,73488,98037
2004.0,The Truth About Forever,Sarah Dessen,2686,7512,33156,59958,80385
1954.0,The horse and his boy,C.S. Lewis,2752,13751,54684,68114,69879
2010.0,Last Sacrifice ,Richelle Mead,2797,5330,21948,54440,133137
1935.0,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",3278,7217,33528,61997,94849
1922.0,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",2438,5354,26752,52991,99151
1974.0,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,6589,14196,36227,49874,47106
1897.0,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",2843,11418,51466,69720,45990
2006.0,Pretty Little Liars,Sara Shepard,5743,12397,37519,47724,62453
1948.0,Corduroy,Don Freeman,1966,5326,25357,42664,87024
2006.0,The Omnivore's Dilemma,Michael Pollan,1566,4451,22055,58252,61340
2013.0,Life After Life,Kate Atkinson,6855,13811,36514,57917,43564
2000.0,The Rescue,Nicholas Sparks,1692,5815,30135,49684,61044
1991.0,Needful Things,Stephen King,2175,10254,42898,57042,49389
1993.0,Voyager,Diana Gabaldon,827,3030,21397,59170,99784
1996.0,,"Kenneth Branagh, William Shakespeare",1788,6304,30594,50942,67245
1981.0,Cujo,Stephen King,4096,16130,54393,52708,39717
1993.0,The Virgin Suicides,Jeffrey Eugenides,3780,12486,44781,67480,50663
2004.0,Dead to the World,Charlaine Harris,1638,5933,39853,78663,84118
1891.0,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",8364,16185,44317,64689,57110
1856.0,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",7682,18771,51707,62328,46065
1961.0,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",2848,6922,27918,56237,91467
2010.0,The Way of Kings,Brandon Sanderson,1085,1827,7661,33962,119942
2003.0,Club Dead,Charlaine Harris,1179,6594,44594,78129,67062
